sales_direct,olv_imps,value_currency_rate,thanksgivingday_us_ca,cost_remarketing,martinl_kingsday_us_ca,presidentsday_us_ca,independenceday_us_ca,meta_comp_grp,cost_ppc_non_brand,boxingday,sales_emk,eastermonday,sales_ppc_brand,olv_net_spend_eur,eastersunday,radio_net_spend_eur,labourday_de_nw,sales_shop_tripadvisor,clicks_remarketing,sales_interco,mayday_gb_en,sales_shop_googleha,cost_email,sales_strat_part,fb_imps,remembrance_memorialday_us_ca,fb_cost,clicks_shop_trivago,clicks_email,cost_shop_other,brandtv_net_spend_eur,clicks_shop_other,country,weekstart,clicks_shop_googleha,display_imps,cost_ppc_brand,christmasday,christsascensionday_de_nw,cost_shop_tripadvisor,drtv_grp,ooh_net_spend_eur,yt_cost,newyearsday,sales_shop_trivago,stvalentinesday,display_net_spend_eur,whitmonday_de_nw,germanunityday_de_nw,bankholiday_gb_en,ota_comp_grp,clicks_shop_tripadvisor,cost_shop_trivago,sales_retargeting,cost_shop_googleha,cinema_net_spend_eur,sales_shop_other,totbookings,yt_imps,sales_ppc_nonbrand,clicks_ppc_non_brand,print_net_spend_eur,drtv_net_spend_eur,brandtv_grp,clicks_ppc_brand,labourday_us_ca,_source_sheet,country_std,week_start
193866.0,2972098.0,1.0,0.0,51763.08070406629,0.0,0.0,0.0,348.0,2253301.696108174,0.0,14766.0,0.0,48171.0,66336.0,0.0,0.0,0.0,7847.0,125949.98377526952,1342.0,0.0,11642.0,0.0,18389.0,7294922.0,0.0,33314.23894638481,1009302.2778638181,451967.0,125805.68483157517,1014831.68,209524.6191556832,de,2016-03-14,146401.92996055653,329541.0,65912.80138389413,0.0,0.0,229430.64489246966,0.0,0.0,27425.06595324631,0.0,24033.0,0.0,3459.0,0.0,0.0,0.0,121.0,286916.0809229628,476034.31926412927,1618.0,252196.31649578846,107849.02,4993.0,416831.0,1377483.0,90164.0,2383379.3677627705,0.0,0.0,119.01,378441.69902019476,0.0,Sheet1,51763.08070406629,
175796.0,3638427.0,1.0,0.0,50299.03973830987,0.0,0.0,0.0,250.0,2047955.436999868,0.0,11968.0,0.0,40810.0,80511.0,1.0,0.0,0.0,6883.0,117166.2639885937,1161.0,0.0,10175.0,0.0,16465.0,11564014.0,0.0,65357.780215210616,873095.7416674164,372829.0,99782.15277022624,998348.77,181792.0772585486,de,2016-03-21,135862.34104071875,222792.0,50611.650550654944,0.0,0.0,186944.02910907648,0.0,0.0,26491.14706615991,0.0,20372.0,0.0,2324.0,0.0,0.0,0.0,46.0,211275.43083865868,404135.96904255176,1537.0,222121.63658683584,107849.02,4010.0,368718.0,1273714.0,79541.0,2210528.6173499087,0.0,0.0,127.4,334637.1705066801,0.0,Sheet1,50299.03973830987,
183165.0,2638761.0,1.0,0.0,52235.738211596625,0.0,0.0,0.0,384.0,2218791.88142214,0.0,14977.0,1.0,44290.0,59159.0,0.0,0.0,0.0,7481.0,124340.04075451024,1085.0,0.0,10543.0,0.0,17429.0,5057008.0,0.0,23662.735085820255,936144.3391831375,410241.0,99632.42972091847,0.0,191784.58189666242,de,2016-03-28,136321.98234464985,2801.0,43456.87847100251,0.0,0.0,204143.86490711878,0.0,0.0,15016.434007387339,0.0,22169.0,0.0,48.0,0.0,0.0,0.0,62.0,199094.446937416,425842.70700135815,1506.0,224747.8544703729,107849.02,4612.0,395072.0,788019.0,87815.0,2347084.9847672726,0.0,0.0,0.0,337419.0516975928,0.0,Sheet1,52235.738211596625,
184723.0,2804855.0,1.0,0.0,60455.207612530125,0.0,0.0,0.0,418.0,2180005.3147262554,0.0,14809.0,0.0,46005.0,62717.0,0.0,0.0,0.0,7050.0,149450.52653799162,1080.0,0.0,11470.0,0.0,17466.0,40563.0,0.0,265.8666527389559,932985.8853323578,250175.0,103211.45737567243,0.0,183500.38723724938,de,2016-04-04,141858.36620890262,603.0,45598.40782840567,0.0,0.0,173085.562193933,0.0,0.0,0.209622529310403,0.0,23777.0,0.0,16.0,0.0,0.0,0.0,78.0,180889.3133606874,445765.05542480794,1900.0,222580.74239512446,107849.02,4652.0,399848.0,703.0,86916.0,2274469.71145022,0.0,0.0,0.0,343181.23194047244,0.0,Sheet1,60455.207612530125,
190020.0,2552333.0,1.0,0.0,66213.65813846346,0.0,0.0,0.0,360.0,2279084.2591949785,0.0,15812.0,0.0,47881.0,57038.0,0.0,0.0,0.0,6893.0,164789.89519499842,1080.0,0.0,11220.0,0.0,18653.0,2052627.0,0.0,4948.173120594935,1150106.140602984,461947.0,109553.24317625798,761360.44,196792.33459516036,de,2016-04-11,141242.9248346517,433594.0,50293.47490067944,0.0,0.0,170342.21061177444,0.0,0.0,0.0,0.0,27418.0,0.0,4524.0,0.0,0.0,0.0,81.0,189249.16487916588,602016.2875854882,2190.0,224121.92344629284,81506.5,5156.0,417456.0,1199.0,91133.0,2400893.6039084173,0.0,0.0,92.78,366032.11500336754,0.0,Sheet1,66213.65813846346,
191809.0,3131208.0,1.0,0.0,73965.66396978349,0.0,0.0,0.0,328.0,2331958.2952971347,0.0,16092.0,0.0,47908.0,69316.0,0.0,0.0,0.0,7246.0,180382.29049901417,994.0,0.0,11236.0,0.0,18685.0,1371804.0,0.0,4905.922990646291,1058161.6886419356,499853.0,116290.83646786952,805788.2,222584.07668756592,de,2016-04-18,143497.59908321488,410242.0,53236.31219834053,0.0,0.0,189349.12604300946,0.0,0.0,11440.15046638952,0.0,25141.0,0.0,4275.0,0.0,0.0,0.0,74.0,199206.27169382878,548512.8298165444,2366.0,216246.28003026344,0.0,5062.0,417776.0,649753.0,91237.0,2439183.299862073,0.0,0.0,88.88,372947.55425795703,0.0,Sheet1,73965.66396978349,
195772.0,2422379.0,1.0,0.0,82810.73967840732,0.0,0.0,0.0,365.0,2351679.3469461,0.0,15560.0,0.0,47735.0,53919.0,0.0,0.0,1.0,7800.0,198278.00428287132,814.0,0.0,11032.0,0.0,18936.0,2190465.0,0.0,6779.286611896827,1041057.0469657772,490675.0,131397.08805937183,0.0,246471.13684730796,de,2016-04-25,143333.32137959823,85.0,37441.7625001446,0.0,0.0,204790.08510367235,0.0,0.0,11261.09626243253,0.0,24735.0,0.0,1.0,0.0,0.0,0.0,61.0,212380.142665207,474640.8770584115,2604.0,227597.79899947788,0.0,5880.0,424341.0,608420.0,93473.0,2527346.187753732,0.0,0.0,0.0,374417.43239485094,0.0,Sheet1,82810.73967840732,
180149.0,2408263.0,1.0,0.0,66244.25782239082,0.0,0.0,0.0,284.0,2027266.0720948116,0.0,13444.0,0.0,40344.0,54392.0,0.0,0.0,0.0,6854.0,162646.15278891532,873.0,1.0,8921.0,0.0,16671.0,5382.0,0.0,23.51330306110843,782534.982847273,394722.0,119469.60904833273,0.0,197562.36088972178,de,2016-05-02,116629.38875740154,12.0,32633.986880188055,0.0,1.0,177521.5792340131,0.0,0.0,10060.61739300416,0.0,19562.0,0.0,0.0,0.0,0.0,0.0,174.0,186829.6608595222,344834.60346521443,1931.0,184094.4607336233,0.0,4984.0,376302.0,552831.0,82569.0,2237686.7103190254,0.0,0.0,0.0,339063.1040410247,0.0,Sheet1,66244.25782239082,
202639.0,2144887.0,1.0,0.0,77918.70716688366,0.0,0.0,0.0,277.0,2305883.4731954993,0.0,15126.0,0.0,47543.0,48456.0,0.0,0.0,0.0,7664.0,190978.69362540587,848.0,0.0,11767.0,0.0,19265.0,971.0,0.0,6.917283994214682,940723.524084797,471467.0,121271.82707931,0.0,225564.8625533075,de,2016-05-09,151695.57516343196,7.0,47940.680747288156,0.0,0.0,187381.46514957887,0.0,0.0,23148.46854258513,0.0,23780.0,0.0,0.0,0.0,0.0,0.0,170.0,198647.31584918877,421815.61481027934,2439.0,226627.96889649043,0.0,5265.0,430263.0,16131226.0,93927.0,2487256.409279305,0.0,0.0,0.0,383179.85159548646,0.0,Sheet1,77918.70716688366,
210565.0,1947118.0,1.0,0.0,85386.4687341734,0.0,0.0,0.0,206.0,2428817.712203762,0.0,15595.0,0.0,49055.0,43147.0,0.0,0.0,0.0,7346.0,201569.72220112357,975.0,0.0,10888.0,0.0,20048.0,241.0,0.0,1.6353207090000002,1116421.128731189,512229.0,131085.030989088,574906.75,242863.0726846905,de,2016-05-16,156019.99101286865,333326.0,54067.26107616463,0.0,0.0,185486.59592165545,0.0,0.0,4003.84704904257,0.0,26229.0,0.0,3463.0,1.0,0.0,0.0,134.0,206716.93074810872,520007.7348576052,2446.0,241956.00194950902,0.0,5411.0,445337.0,5672562.0,96779.0,2660564.8109951597,0.0,0.0,71.08,395356.94543488923,0.0,Sheet1,85386.4687341734,
197096.0,1480222.0,1.0,0.0,71872.2757215772,0.0,0.0,0.0,254.0,2371551.0329322927,0.0,14806.0,0.0,45915.0,32584.0,0.0,0.0,0.0,7454.0,189696.87312178558,867.0,0.0,10453.0,0.0,18999.0,0.0,0.0,0.0,1178220.13555863,494774.0,115543.14591542605,574448.64,227787.59537774298,de,2016-05-23,149485.77049087282,237065.0,51682.33812122081,0.0,0.0,197164.66754108694,0.0,0.0,0.0,0.0,25849.0,0.0,2463.0,0.0,0.0,0.0,121.0,210047.06849189353,562146.2056330062,2355.0,231959.1076778238,0.0,5157.0,420704.0,0.0,91753.0,2694830.7936641695,0.0,0.0,67.08,379646.4918437157,0.0,Sheet1,71872.2757215772,
197796.0,0.0,1.0,0.0,74695.52341403086,0.0,0.0,0.0,316.0,2331274.3931636964,0.0,14627.0,0.0,45196.0,0.0,0.0,0.0,0.0,7838.0,200462.2770250246,1142.0,0.0,10772.0,0.0,20271.0,0.0,1.0,0.0,1028164.6365184784,465693.0,128949.7202600657,0.0,271638.59703428176,de,2016-05-30,145118.00885905692,0.0,40166.911896050435,0.0,0.0,232545.92804196887,0.0,0.0,4515.59990341121,0.0,24746.0,0.0,0.0,0.0,0.0,1.0,230.0,228970.79755595184,462124.3543457985,2395.0,233465.72271614132,0.0,5307.0,421317.0,367649.0,91227.0,2634308.2298364793,0.0,0.0,0.0,365246.63734627864,0.0,Sheet1,74695.52341403086,
