sales_direct,olv_imps,value_currency_rate,thanksgivingday_us_ca,cost_remarketing,martinl_kingsday_us_ca,presidentsday_us_ca,independenceday_us_ca,meta_comp_grp,cost_ppc_non_brand,boxingday,sales_emk,eastermonday,sales_ppc_brand,olv_net_spend_eur,eastersunday,radio_net_spend_eur,labourday_de_nw,sales_shop_tripadvisor,clicks_remarketing,sales_interco,mayday_gb_en,sales_shop_googleha,cost_email,sales_strat_part,fb_imps,remembrance_memorialday_us_ca,fb_cost,clicks_shop_trivago,clicks_email,cost_shop_other,brandtv_net_spend_eur,clicks_shop_other,country,weekstart,clicks_shop_googleha,display_imps,cost_ppc_brand,christmasday,christsascensionday_de_nw,cost_shop_tripadvisor,drtv_grp,ooh_net_spend_eur,yt_cost,newyearsday,sales_shop_trivago,stvalentinesday,display_net_spend_eur,whitmonday_de_nw,germanunityday_de_nw,bankholiday_gb_en,ota_comp_grp,clicks_shop_tripadvisor,cost_shop_trivago,sales_retargeting,cost_shop_googleha,cinema_net_spend_eur,sales_shop_other,totbookings,yt_imps,sales_ppc_nonbrand,clicks_ppc_non_brand,print_net_spend_eur,drtv_net_spend_eur,brandtv_grp,clicks_ppc_brand,labourday_us_ca,_source_sheet,country_std,week_start
300260.0,5629697.0,1.0,0.0,142897.53427962767,0.0,0.0,0.0,522.0,3487856.6453926554,0.0,18834.0,0.0,55372.0,69373.7939453125,0.0,0.0,0.0,8105.0,531935.7155474538,1640.0,0.0,22859.0,0.0,36762.0,476464.0,0.0,1594.3011817266688,1545450.011335373,594736.0,221621.70704706985,98217.45,718376.8155441524,de,2017-07-17,331076.3455459045,1225554.0,36600.604118865536,0.0,0.0,148259.97514667717,0.0,0.0,0.0,0.0,39191.0,0.0,17010.607788085938,0.0,0.0,0.0,149.0,221030.52565358058,789543.8036005497,5324.0,466191.09828421683,0.0,7186.0,617636.0,0.0,122103.0,3683901.985776884,0.0,0.0,71.58,511933.6400538123,0.0,Sheet1,142897.53427962767,
305022.0,4090770.0,1.0,0.0,150381.833437412,0.0,0.0,0.0,695.0,3209894.4320522724,0.0,19418.0,0.0,56959.0,45600.670166015625,0.0,0.0,0.0,9014.0,541854.9728472829,1641.0,0.0,23512.0,0.0,37280.0,258060.0,0.0,1218.6734018767593,1625045.4471664429,627830.0,226280.59438302944,102181.52,723025.7837034235,de,2017-07-24,359511.3963377193,160.0,36196.29800466808,0.0,0.0,161834.6714197256,0.0,0.0,0.0,0.0,40908.0,0.0,2.119999885559082,0.0,0.0,0.0,138.0,246798.4698212904,815873.5804471971,5324.0,481794.17518703174,0.0,7416.0,625611.0,0.0,119117.0,3526034.216720889,0.0,0.0,83.38,531424.7535865785,0.0,Sheet1,150381.833437412,
317645.0,4949346.0,1.0,0.0,123994.48555694638,0.0,0.0,0.0,387.0,2738595.4112619483,0.0,19593.0,0.0,54691.0,53897.89013671875,0.0,0.0,0.0,8427.0,497393.5712360093,1653.0,0.0,24520.0,0.0,40214.0,10624.0,0.0,102.46995676003822,1661455.025882721,622031.0,212931.15998932332,117384.13,659557.2643234638,de,2017-07-31,368081.8476281001,3.0,35957.743499036944,0.0,0.0,150805.29273677012,0.0,0.0,0.0,0.0,44853.0,0.0,0.026000000536441803,0.0,0.0,0.0,141.0,232278.92165649837,856661.7581276894,4777.0,479411.8906161872,0.0,7320.0,642428.0,0.0,118735.0,3278646.080856706,0.0,0.0,77.73,506287.97974987957,0.0,Sheet1,123994.48555694638,
328667.0,2705153.0,1.0,0.0,129848.60021280227,0.0,0.0,0.0,401.0,2779138.1159835737,0.0,19481.0,0.0,52887.0,31889.3076171875,0.0,0.0,0.0,8830.0,512899.06566938845,1555.0,0.0,25610.0,0.0,41325.0,35300.0,0.0,698.4999991171109,1553398.9345550537,633235.0,213923.7420808455,125661.5,662103.1711863085,de,2017-08-07,402325.9402047213,0.0,36922.329704150914,0.0,0.0,157271.90549594734,0.0,0.0,0.0,0.0,43272.0,0.0,0.0,0.0,0.0,0.0,253.0,244171.19292335858,806594.8869652748,5279.0,488206.5983435405,0.0,7256.0,655416.0,0.0,121254.0,3304150.049701105,0.0,0.0,80.25,494232.7431359154,0.0,Sheet1,129848.60021280227,
316050.0,0.0,1.0,0.0,147005.9165520345,0.0,0.0,0.0,320.0,2646296.7176087396,0.0,19313.0,0.0,54498.0,0.0,0.0,0.0,0.0,8779.0,539191.5830873341,1541.0,0.0,24518.0,0.0,38283.0,50398.0,0.0,922.4461902991287,1422971.419368744,544859.0,178145.52163793403,116797.42,543568.6882195187,de,2017-08-14,384642.74652133253,0.0,33473.59429331684,0.0,0.0,163060.02132736173,0.0,0.0,0.0,0.0,41792.0,0.0,0.0,0.0,0.0,0.0,242.0,240988.16279637412,796634.3899517059,5553.0,448298.1981622857,0.0,6117.0,633589.0,0.0,117145.0,3174389.4004255417,0.0,0.0,71.71,485197.5381725234,0.0,Sheet1,147005.9165520345,
313387.0,0.0,1.0,0.0,163951.9965229855,0.0,0.0,0.0,264.0,2496052.297432811,0.0,19357.0,0.0,48823.0,0.0,0.0,0.0,0.0,7738.0,545662.6609284758,1443.0,0.0,24303.0,0.0,38740.0,33818.0,0.0,539.2439067021855,1277080.5415267944,635040.0,161332.69108053547,140410.09,497900.8480509021,de,2017-08-21,369880.57821936737,0.0,29098.927204944495,0.0,0.0,137815.5628562144,0.0,0.0,0.0,0.0,38442.0,0.0,0.0,0.0,0.0,0.0,132.0,209660.79599283574,730876.206589222,5562.0,407102.8768847309,0.0,5698.0,618220.0,0.0,114727.0,3075890.9712055293,0.0,0.0,83.81,432232.75231247436,0.0,Sheet1,163951.9965229855,
310505.0,3747091.0,1.0,0.0,154643.47973227856,0.0,0.0,0.0,302.0,2349560.920670228,0.0,18953.0,0.0,51936.0,67131.9501953125,0.0,0.0,0.0,7427.0,481549.1991398727,1490.0,0.0,24464.0,0.0,38448.0,20992.0,0.0,390.37407632854956,1182975.7895355225,590071.0,158067.10996487763,168160.99,491720.64257016074,de,2017-08-28,362951.9817401405,0.0,29492.626526034706,0.0,0.0,122200.61577703674,0.0,0.0,0.0,0.0,37269.0,0.0,0.0,0.0,0.0,1.0,112.0,194136.3387081868,676065.3041863441,5426.0,414399.8608781611,0.0,5884.0,614058.0,0.0,112256.0,2888291.857052169,0.0,0.0,86.31,442837.06012993795,0.0,Sheet1,154643.47973227856,
315700.0,8073561.0,1.0,0.0,136875.60228078873,0.0,0.0,0.0,266.0,2168041.459804394,0.0,18393.0,0.0,49631.0,145683.47265625,0.0,0.0,0.0,6969.0,473379.22011958226,1544.0,0.0,25126.0,0.0,40950.0,87490.0,0.0,1010.154967081984,1140790.0879211426,557606.0,163019.92795490078,224489.82,508072.40999807627,de,2017-09-04,365382.3153701551,2.0,30506.474732823477,0.0,0.0,113387.52039190258,0.0,0.0,0.0,0.0,36310.0,0.0,0.01600000075995922,0.0,0.0,0.0,120.0,186524.70845713286,657417.1498897076,5111.0,453705.25006331573,0.0,6285.0,613377.0,0.0,107359.0,2663494.5867965803,0.0,0.0,106.1,422910.6046530168,1.0,Sheet1,136875.60228078873,
312396.0,6270497.0,1.0,0.0,151532.16645541496,0.0,0.0,0.0,154.0,2096536.785101136,0.0,17905.0,0.0,48887.0,115282.16796875,0.0,0.0,0.0,6602.0,475718.51696574525,1568.0,0.0,24691.0,0.0,40991.0,5587406.0,0.0,47765.19372237533,965500.8660755157,484271.0,149346.63263239304,190675.18,473812.2091065946,de,2017-09-11,354159.61629407876,0.0,28102.96874053398,0.0,0.0,109588.98137020489,0.0,0.0,0.0,0.0,30968.0,0.0,0.0,0.0,0.0,0.0,101.0,181956.60380343374,517733.7269444465,5343.0,407615.2384159108,0.0,6403.0,598092.0,0.0,102339.0,2542552.2879266506,0.0,0.0,85.38,417117.87051689526,0.0,Sheet1,151532.16645541496,
308413.0,4570000.0,1.0,0.0,136893.34294165537,0.0,0.0,0.0,143.0,2012924.0068061063,0.0,17828.0,0.0,53410.0,83911.7724609375,0.0,0.0,0.0,6428.0,420458.06690582307,1571.0,0.0,24975.0,0.0,37617.0,12701876.0,0.0,121755.50820108847,554449.0366659164,501361.0,159036.30348116165,178062.2,521691.6012262519,de,2017-09-18,344882.97399065143,33691.0,27222.35230039118,0.0,0.0,99320.34211481623,0.0,0.0,0.0,0.0,18880.0,0.0,423.4000015258789,0.0,0.0,0.0,90.0,162288.5147863294,289761.6842329502,5133.0,407371.1266340108,0.0,6441.0,580799.0,0.0,100103.0,2446324.2418350587,0.0,0.0,78.36,448640.7506645374,0.0,Sheet1,136893.34294165537,
304589.0,0.0,1.0,0.0,133543.66002466896,0.0,0.0,0.0,147.0,2171320.214996635,0.0,17877.0,0.0,57427.0,0.0,0.0,0.0,0.0,6435.0,459048.2756684602,1919.0,0.0,25021.0,0.0,35823.0,14242766.0,0.0,123592.6181145365,40324.523100852966,536435.0,150650.00752197692,149251.32,518728.56872304797,de,2017-09-25,343955.90701128327,97529.0,29905.353828469553,0.0,0.0,99039.07070013194,0.0,0.0,0.0,0.0,1596.0,0.0,1223.1300048828125,0.0,0.0,0.0,59.0,160474.05172922343,16378.39697265625,5020.0,394824.9422317577,0.0,6535.0,567142.0,0.0,104902.0,2561808.0426124022,0.0,0.0,65.72,482488.8363153607,0.0,Sheet1,133543.66002466896,
305002.0,0.0,1.0,0.0,150718.06166123794,0.0,0.0,0.0,147.0,2320143.8240496963,0.0,18359.0,0.0,58175.0,0.0,0.0,0.0,0.0,6813.0,545816.1315050743,1689.0,0.0,25796.0,0.0,37511.0,6872406.0,0.0,60054.670578999634,37229.769971847534,588121.0,146576.21360712158,142271.89,549159.0210108098,de,2017-10-02,359694.5439865805,98761.0,33688.85148255717,0.0,0.0,113491.19196602862,0.0,0.0,0.0,0.0,1381.0,0.0,1237.0,0.0,1.0,0.0,48.0,176069.64802205935,14255.958030462265,5363.0,457835.6034011586,0.0,6383.0,573875.0,0.0,107404.0,2734051.8826535824,0.0,0.0,67.77,475456.82140658796,0.0,Sheet1,150718.06166123794,
293500.0,5424624.0,1.0,0.0,134475.49019584287,0.0,0.0,0.0,235.0,2314240.9809504254,0.0,17758.0,0.0,54907.0,92681.33184814453,0.0,0.0,0.0,5773.0,474262.8571473739,1535.0,0.0,25244.0,0.0,37921.0,289670.0,0.0,3608.1423255187806,35549.79199028015,500046.0,132248.8424780402,143951.13,479455.9598879482,de,2017-10-09,344017.3953936118,86220.0,64128.04268296761,0.0,0.0,90623.736629853,0.0,0.0,0.0,0.0,1279.0,0.0,1078.3600158691406,0.0,0.0,0.0,54.0,144837.25718099443,13403.52294421196,4758.0,423704.2840212415,0.0,5835.0,549648.0,0.0,101138.0,2541432.2185739907,0.0,0.0,60.16,447023.46850773774,0.0,Sheet1,134475.49019584287,
301694.0,2764080.0,1.0,0.0,122025.14233427247,0.0,0.0,0.0,207.0,2249400.7132039447,0.0,17427.0,0.0,58561.0,47434.8974609375,0.0,0.0,0.0,6121.0,446102.2583938904,1462.0,0.0,25780.0,0.0,37947.0,917630.0,0.0,8571.972779220237,32712.920068740845,514178.0,143059.31750630526,139657.05,542251.3102103461,de,2017-10-16,350494.8110528005,110.0,33797.872973936275,0.0,0.0,97232.16129408957,0.0,0.0,0.0,0.0,1272.0,0.0,1.5499999523162842,0.0,0.0,0.0,40.0,151934.74266639457,11450.408996909857,4610.0,415703.8277521371,0.0,6193.0,564973.0,0.0,103906.0,2623627.7162246425,0.0,0.0,59.1,473997.0189547192,0.0,Sheet1,122025.14233427247,
302347.0,397398.0,1.0,0.0,108671.59419507418,0.0,0.0,0.0,99.0,2197001.159584515,0.0,18199.0,0.0,54420.0,6748.4500732421875,0.0,0.0,0.0,6316.0,406950.1512908184,1487.0,0.0,25801.0,0.0,37844.0,903912.0,0.0,7919.573313608319,29596.30212497711,543736.0,145132.14807731073,147372.6,580830.6449920656,de,2017-10-23,351832.1108403137,0.0,27621.6352221655,0.0,0.0,108949.3491496981,0.0,0.0,0.0,0.0,1303.0,0.0,0.0,0.0,0.0,0.0,31.0,166635.47647716122,11590.427020668983,4284.0,401501.5331059192,0.0,6536.0,561553.0,0.0,103017.0,2643163.282536081,0.0,0.0,61.54,447848.3069170508,0.0,Sheet1,108671.59419507418,
278678.0,1838283.0,1.0,0.0,110169.34481016462,0.0,0.0,0.0,101.0,1921485.6962073233,0.0,16423.0,0.0,52606.0,35486.267822265625,0.0,0.0,0.0,6591.0,423390.3027712877,1505.0,0.0,22431.0,0.0,33784.0,272494.0,0.0,2868.256773207482,30674.341027259827,515175.0,132687.07376308047,127244.98,535838.3834869156,de,2017-10-30,316389.43889739574,450782.0,23495.333775270617,0.0,0.0,109328.35956690887,0.0,0.0,0.0,0.0,1367.0,0.0,6396.597930908203,0.0,0.0,0.0,19.0,169636.2489059947,13532.51799479127,4187.0,335838.9199458594,0.0,5825.0,515218.0,0.0,91821.0,2399080.1762138912,0.0,0.0,67.32,415187.77808888827,0.0,Sheet1,110169.34481016462,
282898.0,0.0,1.0,0.0,113493.44176237301,0.0,0.0,0.0,70.0,1894761.9204437733,0.0,16693.0,0.0,56007.0,0.0,0.0,0.0,0.0,6302.0,383504.5219889253,1563.0,0.0,24058.0,0.0,37233.0,12286.0,0.0,177.57493517793756,23861.311098098755,482540.0,124588.96158635354,120668.26,478210.99617984786,de,2017-11-06,313924.0441683101,659024.0,24940.91377519582,0.0,0.0,105329.30592261865,0.0,0.0,0.0,0.0,1127.0,0.0,9182.010009765625,0.0,0.0,0.0,13.0,161793.1339394931,10344.774001151323,4274.0,341834.334620442,0.0,5941.0,525947.0,0.0,89852.0,2368341.2082880717,0.0,0.0,56.31,417877.53769065003,0.0,Sheet1,113493.44176237301,
273232.0,0.0,1.0,0.0,114869.92218987648,0.0,0.0,0.0,36.0,1843006.48400266,0.0,15609.0,0.0,53600.0,0.0,0.0,0.0,0.0,6003.0,394363.8826972737,1476.0,0.0,22969.0,0.0,36597.0,12652.0,0.0,248.63530246864445,25437.370009422302,456948.0,103792.05778550901,137575.62,410856.5444043357,de,2017-11-13,292165.9644718705,651212.0,25117.462787052053,0.0,0.0,98927.86169555316,0.0,0.0,0.0,0.0,1173.0,0.0,9149.639892578125,0.0,0.0,0.0,9.02,155191.11906788903,11927.590008586645,3961.0,313009.9348650689,0.0,4776.0,507178.0,0.0,87785.0,2380411.441535308,0.0,0.0,59.67,408346.3070868065,0.0,Sheet1,114869.92218987648,
260178.0,0.0,1.0,1.0,94833.00565559464,0.0,0.0,0.0,30.0,1792569.2615875346,0.0,14982.0,0.0,52361.0,0.0,0.0,0.0,0.0,5667.0,336045.4031386076,1421.0,0.0,21699.0,0.0,34539.0,9304.0,0.0,220.91700926752918,24581.57195663452,436061.0,105141.88489339003,155804.88,409183.4472466342,de,2017-11-20,278961.12951992906,608218.0,26034.20995723304,0.0,0.0,90464.38749037197,0.0,0.0,0.0,0.0,1072.0,0.0,8624.298095703125,0.0,0.0,0.0,12.0,144333.04389049907,10274.897985756397,3279.0,285708.2728072354,0.0,5000.0,484308.0,0.0,84116.0,2336942.26956989,0.0,0.0,60.69,395474.65827605344,0.0,Sheet1,94833.00565559464,
247571.0,604812.0,1.0,0.0,92059.44413395917,0.0,0.0,0.0,23.0,1761908.809958827,0.0,13482.0,0.0,46934.0,8835.479035539553,0.0,0.0,0.0,4838.0,304801.66887458495,1376.0,0.0,19707.0,0.0,32095.0,60656.0,0.0,536.1158202562353,22597.600008010864,407776.0,109085.26955714272,148554.69,399764.88758960075,de,2017-11-27,249408.4962962377,2546839.0,24545.611595212136,0.0,0.0,77129.24090075518,0.0,0.0,0.0,0.0,1007.0,0.0,14251.369873046875,0.0,0.0,0.0,7.0,122255.98386664811,9798.910978898406,3033.0,279066.68923311314,0.0,4994.0,454500.0,0.0,79471.0,2202397.5036038347,0.0,0.0,59.78,363940.888000977,0.0,Sheet1,92059.44413395917,
242858.0,1187173.0,1.0,0.0,79055.55439634837,0.0,0.0,0.0,0.0,1776496.1024310833,0.0,12788.0,0.0,43237.0,14786.332641601562,0.0,0.0,0.0,4977.0,282041.65347977704,1513.0,0.0,19125.0,0.0,31329.0,15802.0,0.0,265.0579013601322,23200.699995040894,387906.0,92877.72356153402,109698.8,339887.7675466051,de,2017-12-04,240801.41902357186,3576880.0,21169.98126910319,0.0,0.0,75892.08059282441,0.0,0.0,0.0,0.0,966.0,0.0,18189.11181640625,0.0,0.0,0.0,1.0,120588.65568795872,10902.116952933371,2915.0,308730.4464923384,0.0,4224.0,444070.0,0.0,80149.0,2192719.487160478,0.0,0.0,49.47,339718.12175844505,0.0,Sheet1,79055.55439634837,
236828.0,2222040.0,1.0,0.0,71369.03809243558,0.0,0.0,0.0,0.0,1802526.223302809,0.0,12465.0,0.0,43738.0,31797.62158203125,0.0,0.0,0.0,4686.0,256758.03178949913,1436.0,0.0,18630.0,0.0,30303.0,389682.0,0.0,6628.674543776117,24255.876985549927,372455.0,107151.84294011936,121109.48,382050.6826612484,de,2017-12-11,239815.39711639177,4783528.0,20325.50184557645,0.0,0.0,68495.50851084555,0.0,0.0,0.0,0.0,1013.0,0.0,24520.214599609375,0.0,0.0,0.0,2.0,109451.88763065594,11606.012008979917,2820.0,291298.4385171549,0.0,5225.0,435157.0,0.0,78035.0,2206906.059333209,0.0,0.0,50.79,348789.9026195931,0.0,Sheet1,71369.03809243558,
205440.0,1973639.0,1.0,0.0,69566.60010621295,0.0,0.0,0.0,143.0,1632666.3019261544,0.0,11538.0,0.0,37495.0,29588.6669921875,0.0,0.0,0.0,4153.0,243952.81325850805,1236.0,0.0,15650.0,0.0,26198.0,262778.0,0.0,4348.811607503223,126677.32405567169,397155.0,93265.29749943478,105920.53,302990.0501986075,de,2017-12-18,208086.61041063338,8139663.0,17659.942521757723,0.0,0.0,61954.52603727626,0.0,0.0,0.0,0.0,4588.0,0.0,37286.078369140625,0.0,0.0,0.0,0.0,99984.93479374642,77507.3083936125,2619.0,243077.36175861018,0.0,4819.0,380200.0,0.0,66510.0,1965999.1720147578,0.0,0.0,51.71,310367.8015437432,0.0,Sheet1,69566.60010621295,
244120.0,1471773.0,1.0,0.0,92322.12423204034,0.0,0.0,0.0,759.0,2479907.184885093,1.0,14870.0,0.0,46397.0,22588.38134765625,0.0,0.0,0.0,6112.0,371458.5932096922,1579.0,0.0,17193.0,0.0,29547.0,87088.0,0.0,1065.0244551139497,786102.8709745407,512711.0,136728.04163694807,148796.0,492449.66696354613,de,2017-12-25,280289.61912253883,7881248.0,24849.811249644128,1.0,0.0,104480.10903945903,0.0,0.0,0.0,0.0,25875.0,0.0,40531.93359375,0.0,0.0,0.0,137.0,178763.14624319528,494756.08724832535,3417.0,289151.630100245,0.0,5846.0,485226.0,0.0,90281.0,2998289.016691864,0.0,0.0,82.15,441000.9476124216,0.0,Sheet1,92322.12423204034,
353592.0,634619.0,1.0,0.0,182274.52641815602,0.0,0.0,0.0,949.0,3540128.305883592,0.0,20576.0,0.0,73482.0,7024.367370605469,0.0,0.0,0.0,8700.0,630183.1717165152,1882.0,0.0,27302.0,0.0,45677.0,63838.0,0.0,719.9864407434949,996513.09694767,600899.0,171631.8951518312,59059.63,641961.5638580333,de,2018-01-01,389807.06698474253,6040717.0,36196.59339974391,0.0,0.0,137661.6449148928,0.0,0.0,0.0,1.0,35012.0,0.0,32768.06396484375,0.0,0.0,0.0,215.3,253277.39527793965,624194.5218740106,6025.0,411659.61838174186,0.0,6991.0,709798.0,0.0,130592.0,3939033.5510438476,0.0,0.0,44.7705,596303.6887993454,0.0,Sheet1,182274.52641815602,
366405.0,610864.0,1.0,0.0,190357.47782320023,0.0,0.0,0.0,808.4,3681017.190419489,0.0,22193.0,0.0,78582.0,6704.707580566406,0.0,0.0,0.0,8883.0,621312.5084529719,1875.0,0.0,30508.0,0.0,51079.0,74586.0,0.0,812.9103093738843,930902.6602830887,622310.0,198778.3738185329,55785.27,741356.0987922419,de,2018-01-08,396344.52655030997,5654108.0,36958.85876312419,0.0,0.0,141170.36838746277,0.0,0.0,0.0,0.0,33515.0,0.0,28602.962158203125,0.0,0.0,0.0,278.7,243871.60512351728,571607.2742903233,6386.0,452579.3726774396,0.0,8222.0,738313.0,0.0,130826.0,3775838.828153806,0.0,0.0,43.5148,614296.8874296101,0.0,Sheet1,190357.47782320023,
360962.0,714523.0,1.0,0.0,196213.84689463052,1.0,0.0,0.0,602.4,3860353.2531507444,0.0,20254.0,0.0,75730.0,6795.027526855469,0.0,0.0,0.0,8762.0,615870.0930997177,1725.0,0.0,30311.0,0.0,50059.0,113870.0,0.0,1247.8621308279924,812981.6587057114,593853.0,201772.57219645302,59779.87,727101.0919697944,de,2018-01-15,385548.6850031178,6558201.0,37444.252957529425,0.0,0.0,135080.46268603142,0.0,0.0,0.0,0.0,29587.0,0.0,38481.134033203125,0.0,0.0,0.0,241.7,232763.84351082632,490204.05848884577,6099.0,458508.7326031318,0.0,8072.0,716162.0,0.0,124788.0,3733247.476809574,0.0,0.0,43.8425,595792.4569210964,0.0,Sheet1,196213.84689463052,
349149.0,2733236.0,1.0,0.0,169335.08981610154,0.0,0.0,0.0,610.4,3864454.332359529,0.0,19598.0,0.0,72714.0,38836.5947265625,0.0,0.0,0.0,8476.0,601286.3628268138,1723.0,0.0,28625.0,0.0,47534.0,112535.0,0.0,1414.7624675080654,849241.7494564056,572468.0,190700.70844427572,70835.68,658367.2448451471,de,2018-01-22,380709.32978879206,10936946.0,43612.51913354777,0.0,0.0,131678.99897682108,0.0,0.0,0.0,0.0,30120.0,0.0,47907.056640625,0.0,0.0,0.0,282.7,223347.7908763504,525236.4464020729,5579.0,462007.52220792335,0.0,7698.0,691435.0,0.0,120568.0,3701921.177004848,0.0,0.0,51.8233,586318.2096892205,0.0,Sheet1,169335.08981610154,
350127.0,2984265.0,1.0,0.0,155656.05468989618,0.0,0.0,0.0,551.3,3315349.8714650413,0.0,18819.0,0.0,71952.0,49694.953125,0.0,0.0,0.0,8690.0,538021.1324078589,1815.0,0.0,30068.0,0.0,48213.0,211373.0,0.0,2556.3956120138837,810961.65558815,565320.0,183313.11601922207,93813.27,631343.517829838,de,2018-01-29,389334.53641647456,6926076.0,46710.204125114666,0.0,0.0,133001.08288067213,0.0,0.0,0.0,0.0,29964.0,0.0,30195.363647460938,0.0,0.0,0.0,249.0,221324.6481401155,497799.4677000045,5842.0,478532.72001158586,0.0,7580.0,686802.0,0.0,114199.0,3227764.1340183113,0.0,0.0,58.8426,577523.1859356988,0.0,Sheet1,155656.05468989618,
327315.0,4760601.0,1.0,0.0,170091.41820794257,0.0,0.0,0.0,534.8,3218583.396249766,0.0,16925.0,0.0,66092.0,89028.138671875,0.0,0.0,0.0,8202.0,535908.5172003775,1673.0,0.0,28733.0,0.0,44320.0,147479.0,0.0,1069.6279131667445,676559.5272092819,523351.0,149838.73841929666,94562.17,533923.2770673602,de,2018-02-05,371211.2038402778,8590771.0,61978.722310221,0.0,0.0,121229.06782852612,0.0,0.0,0.0,0.0,25963.0,0.0,43765.84814453125,0.0,0.0,0.0,203.9,201181.9446315114,413236.292804718,5776.0,464677.80918721715,0.0,7275.0,639436.0,0.0,107658.0,3106473.056986945,0.0,0.0,61.9166,529135.2080906343,0.0,Sheet1,170091.41820794257,
332137.0,4040137.0,1.0,0.0,174803.18049719287,0.0,0.0,0.0,446.2,3167469.137671325,0.0,16438.0,0.0,66192.0,70536.4091796875,0.0,0.0,0.0,7819.0,509600.37899908976,1592.0,0.0,29025.0,0.0,46269.0,122771.0,0.0,946.3817781307285,686545.7153739929,481452.0,148944.58230666196,95454.28,526537.2902426614,de,2018-02-12,373029.0073612771,8711825.0,56574.9603048268,0.0,0.0,117317.05662571752,0.0,0.0,0.0,0.0,26108.0,1.0,35869.41796875,0.0,0.0,0.0,207.4,195567.36314236128,434946.2732040882,5899.0,457433.0871361344,0.0,6794.0,646776.0,0.0,109027.0,3147179.9590867176,0.0,0.0,53.1294,528212.4919576546,0.0,Sheet1,174803.18049719287,
333938.0,1081342.0,1.0,0.0,186345.2831913742,0.0,1.0,0.0,537.0,3337807.8498847163,0.0,16312.0,0.0,65947.0,12948.247909545898,0.0,0.0,0.0,7753.0,527597.6138475272,1511.0,0.0,29548.0,0.0,44905.0,5940.0,0.0,145.46847188086926,679584.9759559633,517990.0,182659.60410928758,91135.75,630720.2079774704,de,2018-02-19,379599.4616494456,5661286.0,47957.71666891212,0.0,0.0,117863.1213914416,0.0,0.0,0.0,0.0,25891.0,0.0,25641.47705078125,0.0,0.0,0.0,201.4,191824.22114212002,425007.895852089,5853.0,446352.5006419748,0.0,7252.0,647490.0,0.0,109113.0,3229824.0748339337,0.0,0.0,50.3498,529917.6291583623,0.0,Sheet1,186345.2831913742,
345680.0,720541.0,1.0,0.0,149995.67987400148,0.0,0.0,0.0,414.8,2792043.4926094804,0.0,16003.0,0.0,67268.0,5842.596397399902,0.0,0.0,0.0,8069.0,468497.10282585036,1527.0,0.0,30293.0,0.0,46600.0,8828.0,0.0,262.65361820059786,696469.1901750565,496444.0,192588.45274653586,124348.97,592004.0000022977,de,2018-02-26,385776.5003900257,5797364.0,47464.498359060526,0.0,0.0,111810.1107205849,0.0,0.0,0.0,0.0,27010.0,0.0,25385.348022460938,0.0,0.0,0.0,170.7,190407.63688107504,437592.24218010897,5055.0,462663.5662346406,0.0,7369.0,661352.0,0.0,107034.0,3038821.2308197403,0.0,0.0,64.977,530310.3828055274,0.0,Sheet1,149995.67987400148,
353712.0,3897198.0,1.0,0.0,134336.79375357679,0.0,0.0,0.0,278.2,2504622.9876543987,0.0,17866.0,0.0,69834.0,54738.3095703125,0.0,0.0,0.0,8560.0,470838.5158018763,1656.0,0.0,31442.0,0.0,48149.0,336854.0,0.0,3750.325315148758,721943.8717536926,520094.0,207400.1226593461,119621.58,579951.6017947512,de,2018-03-05,392990.34178572614,5431983.0,41736.61471243685,0.0,0.0,115919.15721040107,0.0,0.0,0.0,0.0,29016.0,0.0,26316.629638671875,0.0,0.0,0.0,149.7,193771.05147406153,461536.79463548964,5070.0,448448.3498184867,0.0,7796.0,681513.0,0.0,108510.0,2849329.7246491453,0.0,0.0,54.4646,539682.3969224951,0.0,Sheet1,134336.79375357679,
359475.0,3134784.0,1.0,0.0,148167.44043239212,0.0,0.0,0.0,283.1,2519160.5946164033,0.0,18122.0,0.0,70799.0,47561.450439453125,0.0,0.0,0.0,8919.0,504334.3734926483,1706.0,0.0,32009.0,0.0,48081.0,1051126.0,0.0,8840.72776592975,754920.292848587,552390.0,182689.5606866132,114950.34,566225.4165867902,de,2018-03-12,405832.75940189126,4748131.0,46272.99701152359,0.0,0.0,126717.44617413386,0.0,0.0,0.0,0.0,30553.0,0.0,26781.230224609375,0.0,0.0,0.0,156.2,206885.31171431395,476153.65835835785,5645.0,470891.2447339352,0.0,7688.0,694060.0,0.0,111062.0,2863830.927571728,0.0,0.0,60.0616,558099.4810788296,0.0,Sheet1,148167.44043239212,
344072.0,3490147.0,1.0,0.0,151810.90397210274,0.0,0.0,0.0,185.6,2705428.315656719,0.0,18462.0,0.0,65734.0,65082.57421875,0.0,0.0,0.0,8347.0,488081.3616027696,1650.0,0.0,30803.0,0.0,43767.0,1458820.0,0.0,11089.043505462223,716488.3430814743,568870.0,147579.01542272666,140462.91,499247.9972014813,de,2018-03-19,403336.6915513199,8172275.0,34564.84296839953,0.0,0.0,116243.52330650324,0.0,0.0,0.0,0.0,28565.0,0.0,36606.181884765625,0.0,0.0,0.0,158.6,193545.17267186375,457918.9364168644,5783.0,458993.0590806666,0.0,7027.0,663915.0,0.0,109705.0,2989073.560347499,0.0,0.0,69.0804,546894.8632661697,0.0,Sheet1,151810.90397210274,
