country,channel,best_model,r2,S_mean,Y_mean,marginal_return,elasticity,avg_roi_proxy
de,radio,logistic,0.1431,7320.947312680209,582167.2670157069,0.0004124042057830856,5.186120266676276e-06,24.685858920139847
de,tv,logistic,0.1883,809906.4675692847,582167.2670157069,-0.0020284646435728628,-0.00282198386468362,0.2632317642441923
gb,radio,adbudg,0.1525,6257.499765885868,677511.3794871795,6.1955464523005685e-06,5.7222109692313214e-08,33.55401895341684
gb,tv,adbudg,0.0314,689548.9028928686,677511.3794871795,-0.0017255478906852038,-0.0017562061552555833,0.2161762518714321
us,radio,adbudg,0.109,10804.412459858551,865615.0842105263,0.6545567804574998,0.008170030263405048,39.397931474581355
us,tv,adbudg,0.2648,4111012.971671876,865615.0842105263,0.02401327654066508,0.11404479098357377,0.06977651686738293
