country_std,channel,sales
105639.97674459276,shop_other,9320.0
105639.97674459276,shop_tripadvisor,9007.0
105639.97674459276,shop_trivago,21492.0
105639.97674459276,strat_part,67432.0
106415.96693825396,direct,367304.0
106415.96693825396,emk,24340.0
106415.96693825396,interco,4415.0
106415.96693825396,ppc_brand,60213.0
106415.96693825396,ppc_nonbrand,181721.0
106415.96693825396,retargeting,4333.0
106415.96693825396,shop_googleha,22615.0
106415.96693825396,shop_other,6441.0
106415.96693825396,shop_tripadvisor,22187.0
106415.96693825396,shop_trivago,48044.0
106415.96693825396,strat_part,42597.0
106761.84408526904,direct,265627.0
106761.84408526904,emk,19236.0
106761.84408526904,interco,3211.0
106761.84408526904,ppc_brand,46915.0
106761.84408526904,ppc_nonbrand,141565.0
106761.84408526904,retargeting,3257.0
106761.84408526904,shop_googleha,12174.0
106761.84408526904,shop_other,5587.0
106761.84408526904,shop_tripadvisor,17564.0
106761.84408526904,shop_trivago,29537.0
106761.84408526904,strat_part,32404.0
107071.80444106016,direct,392439.0
107071.80444106016,emk,22370.0
107071.80444106016,interco,4319.0
107071.80444106016,ppc_brand,61004.0
107071.80444106016,ppc_nonbrand,138813.0
107071.80444106016,retargeting,4581.0
107071.80444106016,shop_googleha,30198.0
107071.80444106016,shop_other,3840.0
107071.80444106016,shop_tripadvisor,18413.0
107071.80444106016,shop_trivago,40752.0
107071.80444106016,strat_part,46659.0
107304.12208164907,direct,257203.0
107304.12208164907,emk,20199.0
107304.12208164907,interco,2675.0
107304.12208164907,ppc_brand,47646.0
107304.12208164907,ppc_nonbrand,142922.0
107304.12208164907,retargeting,3193.0
107304.12208164907,shop_googleha,11760.0
107304.12208164907,shop_other,4967.0
107304.12208164907,shop_tripadvisor,15807.0
107304.12208164907,shop_trivago,24151.0
107304.12208164907,strat_part,31494.0
107622.37702547165,direct,254064.0
107622.37702547165,emk,20019.0
107622.37702547165,interco,2693.0
107622.37702547165,ppc_brand,46840.0
107622.37702547165,ppc_nonbrand,141126.0
107622.37702547165,retargeting,3233.0
107622.37702547165,shop_googleha,12849.0
107622.37702547165,shop_other,5733.0
107622.37702547165,shop_tripadvisor,16553.0
107622.37702547165,shop_trivago,25673.0
107622.37702547165,strat_part,31614.0
107809.11059714969,direct,340909.0
107809.11059714969,emk,22482.0
107809.11059714969,interco,66094.0
107809.11059714969,ppc_brand,34603.0
107809.11059714969,ppc_nonbrand,146692.0
107809.11059714969,retargeting,5194.0
107809.11059714969,shop_googleha,95669.0
107809.11059714969,shop_other,21673.0
107809.11059714969,shop_tripadvisor,55837.0
107809.11059714969,shop_trivago,34155.0
107809.11059714969,strat_part,73696.0
107825.7367709474,direct,275675.0
107825.7367709474,emk,20687.0
107825.7367709474,interco,3174.0
107825.7367709474,ppc_brand,50863.0
107825.7367709474,ppc_nonbrand,146508.0
107825.7367709474,retargeting,3617.0
107825.7367709474,shop_googleha,12741.0
107825.7367709474,shop_other,6581.0
107825.7367709474,shop_tripadvisor,18558.0
107825.7367709474,shop_trivago,30263.0
107825.7367709474,strat_part,34144.0
108257.75093337939,direct,230513.0
108257.75093337939,emk,16378.0
108257.75093337939,interco,1379.0
108257.75093337939,ppc_brand,49441.0
108257.75093337939,ppc_nonbrand,113509.0
108257.75093337939,retargeting,3521.0
108257.75093337939,shop_googleha,12056.0
108257.75093337939,shop_other,6407.0
108257.75093337939,shop_tripadvisor,8390.0
108257.75093337939,shop_trivago,35476.0
108257.75093337939,strat_part,24140.0
108553.83227980649,direct,280523.0
108553.83227980649,emk,21187.0
108553.83227980649,interco,2993.0
108553.83227980649,ppc_brand,46188.0
108553.83227980649,ppc_nonbrand,158917.0
108553.83227980649,retargeting,3871.0
108553.83227980649,shop_googleha,12479.0
108553.83227980649,shop_other,5240.0
108553.83227980649,shop_tripadvisor,15856.0
108553.83227980649,shop_trivago,43305.0
108553.83227980649,strat_part,34507.0
108671.59419507418,direct,302347.0
108671.59419507418,emk,18199.0
108671.59419507418,interco,1487.0
108671.59419507418,ppc_brand,54420.0
108671.59419507418,ppc_nonbrand,103017.0
108671.59419507418,retargeting,4284.0
108671.59419507418,shop_googleha,25801.0
108671.59419507418,shop_other,6536.0
108671.59419507418,shop_tripadvisor,6316.0
108671.59419507418,shop_trivago,1303.0
108671.59419507418,strat_part,37844.0
109790.6520626729,direct,345306.0
109790.6520626729,emk,23031.0
109790.6520626729,interco,3903.0
109790.6520626729,ppc_brand,55313.0
109790.6520626729,ppc_nonbrand,166520.0
109790.6520626729,retargeting,4406.0
109790.6520626729,shop_googleha,21819.0
109790.6520626729,shop_other,5368.0
109790.6520626729,shop_tripadvisor,19311.0
109790.6520626729,shop_trivago,40314.0
109790.6520626729,strat_part,38523.0
110032.20468055048,direct,286530.0
110032.20468055048,emk,20296.0
110032.20468055048,interco,3012.0
110032.20468055048,ppc_brand,48545.0
110032.20468055048,ppc_nonbrand,144436.0
110032.20468055048,retargeting,3648.0
110032.20468055048,shop_googleha,13119.0
110032.20468055048,shop_other,5803.0
110032.20468055048,shop_tripadvisor,16749.0
110032.20468055048,shop_trivago,41375.0
110032.20468055048,strat_part,33406.0
110155.58891616436,direct,330989.0
110155.58891616436,emk,24267.0
110155.58891616436,interco,3668.0
110155.58891616436,ppc_brand,49735.0
110155.58891616436,ppc_nonbrand,159053.0
110155.58891616436,retargeting,4950.0
110155.58891616436,shop_googleha,21723.0
110155.58891616436,shop_other,4158.0
110155.58891616436,shop_tripadvisor,18838.0
110155.58891616436,shop_trivago,37576.0
110155.58891616436,strat_part,37760.0
110169.34481016462,direct,278678.0
110169.34481016462,emk,16423.0
110169.34481016462,interco,1505.0
110169.34481016462,ppc_brand,52606.0
110169.34481016462,ppc_nonbrand,91821.0
110169.34481016462,retargeting,4187.0
110169.34481016462,shop_googleha,22431.0
110169.34481016462,shop_other,5825.0
110169.34481016462,shop_tripadvisor,6591.0
110169.34481016462,shop_trivago,1367.0
110169.34481016462,strat_part,33784.0
110991.33373321165,direct,321479.0
110991.33373321165,emk,24344.0
110991.33373321165,interco,4088.0
110991.33373321165,ppc_brand,53783.0
110991.33373321165,ppc_nonbrand,152332.0
110991.33373321165,retargeting,4916.0
110991.33373321165,shop_googleha,19639.0
110991.33373321165,shop_other,5021.0
110991.33373321165,shop_tripadvisor,16170.0
110991.33373321165,shop_trivago,43799.0
110991.33373321165,strat_part,35036.0
112136.42858804499,direct,194257.0
112136.42858804499,emk,21828.0
112136.42858804499,interco,63331.0
112136.42858804499,ppc_brand,25734.0
112136.42858804499,ppc_nonbrand,127886.0
112136.42858804499,retargeting,4799.0
112136.42858804499,shop_googleha,37681.0
112136.42858804499,shop_other,27735.0
112136.42858804499,shop_tripadvisor,36249.0
112136.42858804499,shop_trivago,33064.0
112136.42858804499,strat_part,36916.0
112207.79255578479,direct,415979.0
112207.79255578479,emk,19012.0
112207.79255578479,interco,7077.0
112207.79255578479,ppc_brand,59989.0
112207.79255578479,ppc_nonbrand,131453.0
112207.79255578479,retargeting,2373.0
112207.79255578479,shop_googleha,30698.0
112207.79255578479,shop_other,6020.0
112207.79255578479,shop_tripadvisor,20981.0
112207.79255578479,shop_trivago,31919.0
112207.79255578479,strat_part,61059.0
112351.25786592846,direct,333406.0
112351.25786592846,emk,19910.0
112351.25786592846,interco,3437.0
112351.25786592846,ppc_brand,51553.0
112351.25786592846,ppc_nonbrand,113704.0
112351.25786592846,retargeting,5023.0
112351.25786592846,shop_googleha,23785.0
112351.25786592846,shop_other,3592.0
112351.25786592846,shop_tripadvisor,13261.0
112351.25786592846,shop_trivago,31598.0
112351.25786592846,strat_part,37486.0
112516.49858940065,direct,279314.0
112516.49858940065,emk,20774.0
112516.49858940065,interco,3123.0
112516.49858940065,ppc_brand,45979.0
112516.49858940065,ppc_nonbrand,154300.0
112516.49858940065,retargeting,3972.0
112516.49858940065,shop_googleha,11722.0
112516.49858940065,shop_other,5232.0
112516.49858940065,shop_tripadvisor,16660.0
112516.49858940065,shop_trivago,41511.0
112516.49858940065,strat_part,34019.0
112578.46754367316,direct,253946.0
112578.46754367316,emk,20120.0
112578.46754367316,interco,2586.0
112578.46754367316,ppc_brand,47373.0
112578.46754367316,ppc_nonbrand,147175.0
112578.46754367316,retargeting,3233.0
112578.46754367316,shop_googleha,12842.0
112578.46754367316,shop_other,4720.0
112578.46754367316,shop_tripadvisor,15912.0
112578.46754367316,shop_trivago,26750.0
112578.46754367316,strat_part,30781.0
112759.41249667217,direct,187760.0
112759.41249667217,emk,19942.0
112759.41249667217,interco,48645.0
112759.41249667217,ppc_brand,22489.0
112759.41249667217,ppc_nonbrand,115581.0
112759.41249667217,retargeting,4620.0
112759.41249667217,shop_googleha,24048.0
112759.41249667217,shop_other,21576.0
112759.41249667217,shop_tripadvisor,27735.0
112759.41249667217,shop_trivago,46591.0
112759.41249667217,strat_part,38301.0
112947.46071899304,direct,289203.0
112947.46071899304,emk,18631.0
112947.46071899304,interco,1624.0
112947.46071899304,ppc_brand,48768.0
112947.46071899304,ppc_nonbrand,115912.0
112947.46071899304,retargeting,4533.0
112947.46071899304,shop_googleha,21624.0
112947.46071899304,shop_other,5945.0
112947.46071899304,shop_tripadvisor,7832.0
112947.46071899304,shop_trivago,37972.0
112947.46071899304,strat_part,36048.0
113095.45689336429,direct,351424.0
113095.45689336429,emk,22226.0
113095.45689336429,interco,3962.0
113095.45689336429,ppc_brand,55427.0
113095.45689336429,ppc_nonbrand,170456.0
113095.45689336429,retargeting,4562.0
113095.45689336429,shop_googleha,22622.0
113095.45689336429,shop_other,5697.0
113095.45689336429,shop_tripadvisor,20507.0
113095.45689336429,shop_trivago,40928.0
113095.45689336429,strat_part,38486.0
113493.44176237301,direct,282898.0
113493.44176237301,emk,16693.0
113493.44176237301,interco,1563.0
113493.44176237301,ppc_brand,56007.0
113493.44176237301,ppc_nonbrand,89852.0
113493.44176237301,retargeting,4274.0
113493.44176237301,shop_googleha,24058.0
113493.44176237301,shop_other,5941.0
113493.44176237301,shop_tripadvisor,6302.0
113493.44176237301,shop_trivago,1127.0
113493.44176237301,strat_part,37233.0
114259.29722574503,direct,387300.0
114259.29722574503,emk,22951.0
114259.29722574503,interco,6865.0
114259.29722574503,ppc_brand,58079.0
114259.29722574503,ppc_nonbrand,137404.0
114259.29722574503,retargeting,5051.0
114259.29722574503,shop_googleha,30665.0
114259.29722574503,shop_other,4040.0
114259.29722574503,shop_tripadvisor,19171.0
114259.29722574503,shop_trivago,33552.0
114259.29722574503,strat_part,48741.0
114349.05133521427,direct,289595.0
114349.05133521427,emk,18360.0
114349.05133521427,interco,1740.0
114349.05133521427,ppc_brand,56569.0
114349.05133521427,ppc_nonbrand,118405.0
114349.05133521427,retargeting,4326.0
114349.05133521427,shop_googleha,21884.0
114349.05133521427,shop_other,5706.0
114349.05133521427,shop_tripadvisor,9205.0
114349.05133521427,shop_trivago,40124.0
114349.05133521427,strat_part,34890.0
114453.048950523,direct,384430.0
114453.048950523,emk,21803.0
114453.048950523,interco,7131.0
114453.048950523,ppc_brand,56312.0
114453.048950523,ppc_nonbrand,139182.0
114453.048950523,retargeting,5257.0
114453.048950523,shop_googleha,30291.0
114453.048950523,shop_other,4372.0
114453.048950523,shop_tripadvisor,20435.0
114453.048950523,shop_trivago,36226.0
114453.048950523,strat_part,48444.0
114869.92218987648,direct,273232.0
114869.92218987648,emk,15609.0
114869.92218987648,interco,1476.0
114869.92218987648,ppc_brand,53600.0
114869.92218987648,ppc_nonbrand,87785.0
114869.92218987648,retargeting,3961.0
114869.92218987648,shop_googleha,22969.0
114869.92218987648,shop_other,4776.0
114869.92218987648,shop_tripadvisor,6003.0
114869.92218987648,shop_trivago,1173.0
114869.92218987648,strat_part,36597.0
114903.0804449919,direct,351870.0
114903.0804449919,emk,21323.0
114903.0804449919,interco,6158.0
114903.0804449919,ppc_brand,52688.0
114903.0804449919,ppc_nonbrand,126982.0
114903.0804449919,retargeting,5127.0
114903.0804449919,shop_googleha,26617.0
114903.0804449919,shop_other,3925.0
114903.0804449919,shop_tripadvisor,17120.0
114903.0804449919,shop_trivago,25820.0
114903.0804449919,strat_part,43991.0
114955.57452245508,direct,327314.0
114955.57452245508,emk,20977.0
114955.57452245508,interco,3335.0
114955.57452245508,ppc_brand,49961.0
114955.57452245508,ppc_nonbrand,144532.0
114955.57452245508,retargeting,4805.0
114955.57452245508,shop_googleha,20619.0
114955.57452245508,shop_other,4739.0
114955.57452245508,shop_tripadvisor,18248.0
114955.57452245508,shop_trivago,41582.0
114955.57452245508,strat_part,34984.0
116220.0224856503,direct,267783.0
116220.0224856503,emk,18697.0
116220.0224856503,interco,3262.0
116220.0224856503,ppc_brand,46595.0
116220.0224856503,ppc_nonbrand,146976.0
116220.0224856503,retargeting,3642.0
116220.0224856503,shop_googleha,11953.0
116220.0224856503,shop_other,5401.0
116220.0224856503,shop_tripadvisor,16004.0
116220.0224856503,shop_trivago,36904.0
116220.0224856503,strat_part,32748.0
116380.1344733198,direct,336687.0
116380.1344733198,emk,22528.0
116380.1344733198,interco,3633.0
116380.1344733198,ppc_brand,51267.0
116380.1344733198,ppc_nonbrand,151946.0
116380.1344733198,retargeting,4998.0
116380.1344733198,shop_googleha,21457.0
116380.1344733198,shop_other,4986.0
116380.1344733198,shop_tripadvisor,21116.0
116380.1344733198,shop_trivago,46984.0
116380.1344733198,strat_part,35050.0
116473.10922111645,direct,292379.0
116473.10922111645,emk,17346.0
116473.10922111645,interco,1395.0
116473.10922111645,ppc_brand,56692.0
116473.10922111645,ppc_nonbrand,121859.0
116473.10922111645,retargeting,4533.0
116473.10922111645,shop_googleha,21362.0
116473.10922111645,shop_other,5289.0
116473.10922111645,shop_tripadvisor,8252.0
116473.10922111645,shop_trivago,37154.0
116473.10922111645,strat_part,34924.0
116957.94209392191,direct,349230.0
116957.94209392191,emk,22776.0
116957.94209392191,interco,66771.0
116957.94209392191,ppc_brand,35290.0
116957.94209392191,ppc_nonbrand,159553.0
116957.94209392191,retargeting,5853.0
116957.94209392191,shop_googleha,85343.0
116957.94209392191,shop_other,22166.0
116957.94209392191,shop_tripadvisor,55706.0
116957.94209392191,shop_trivago,35123.0
116957.94209392191,strat_part,73281.0
117087.92049823792,direct,415313.0
117087.92049823792,emk,24001.0
117087.92049823792,interco,4563.0
117087.92049823792,ppc_brand,64546.0
117087.92049823792,ppc_nonbrand,142359.0
117087.92049823792,retargeting,4803.0
117087.92049823792,shop_googleha,30538.0
117087.92049823792,shop_other,4019.0
117087.92049823792,shop_tripadvisor,18690.0
117087.92049823792,shop_trivago,46175.0
117087.92049823792,strat_part,49148.0
117250.89359984756,direct,307475.0
117250.89359984756,emk,22397.0
117250.89359984756,interco,3572.0
117250.89359984756,ppc_brand,50563.0
117250.89359984756,ppc_nonbrand,144118.0
117250.89359984756,retargeting,4962.0
117250.89359984756,shop_googleha,17496.0
117250.89359984756,shop_other,4421.0
117250.89359984756,shop_tripadvisor,16273.0
117250.89359984756,shop_trivago,44373.0
117250.89359984756,strat_part,33009.0
117943.40510804384,direct,291959.0
117943.40510804384,emk,21331.0
117943.40510804384,interco,3033.0
117943.40510804384,ppc_brand,47608.0
117943.40510804384,ppc_nonbrand,166250.0
117943.40510804384,retargeting,4202.0
117943.40510804384,shop_googleha,12511.0
117943.40510804384,shop_other,5430.0
117943.40510804384,shop_tripadvisor,16660.0
117943.40510804384,shop_trivago,41873.0
117943.40510804384,strat_part,36152.0
118013.94767840115,direct,336643.0
118013.94767840115,emk,21658.0
118013.94767840115,interco,3568.0
118013.94767840115,ppc_brand,54292.0
118013.94767840115,ppc_nonbrand,162071.0
118013.94767840115,retargeting,4786.0
118013.94767840115,shop_googleha,21740.0
118013.94767840115,shop_other,5583.0
118013.94767840115,shop_tripadvisor,19798.0
118013.94767840115,shop_trivago,40031.0
118013.94767840115,strat_part,37336.0
118531.94393014228,direct,180216.0
118531.94393014228,emk,15772.0
118531.94393014228,interco,43431.0
118531.94393014228,ppc_brand,21208.0
118531.94393014228,ppc_nonbrand,103431.0
118531.94393014228,retargeting,4501.0
118531.94393014228,shop_googleha,26334.0
118531.94393014228,shop_other,21370.0
118531.94393014228,shop_tripadvisor,23144.0
118531.94393014228,shop_trivago,37863.0
118531.94393014228,strat_part,34388.0
118821.64732332698,direct,331760.0
118821.64732332698,emk,23100.0
118821.64732332698,interco,3624.0
118821.64732332698,ppc_brand,53122.0
118821.64732332698,ppc_nonbrand,153169.0
118821.64732332698,retargeting,5369.0
118821.64732332698,shop_googleha,21328.0
118821.64732332698,shop_other,4685.0
118821.64732332698,shop_tripadvisor,19887.0
118821.64732332698,shop_trivago,41101.0
118821.64732332698,strat_part,37621.0
120217.1114159253,direct,262255.0
120217.1114159253,emk,18696.0
120217.1114159253,interco,2934.0
120217.1114159253,ppc_brand,47752.0
120217.1114159253,ppc_nonbrand,140465.0
120217.1114159253,retargeting,3719.0
120217.1114159253,shop_googleha,12559.0
120217.1114159253,shop_other,5871.0
120217.1114159253,shop_tripadvisor,16726.0
120217.1114159253,shop_trivago,31872.0
120217.1114159253,strat_part,32296.0
120942.29243529444,direct,274640.0
120942.29243529444,emk,18769.0
120942.29243529444,interco,3322.0
120942.29243529444,ppc_brand,45264.0
120942.29243529444,ppc_nonbrand,155919.0
120942.29243529444,retargeting,4124.0
120942.29243529444,shop_googleha,11789.0
120942.29243529444,shop_other,5327.0
120942.29243529444,shop_tripadvisor,17412.0
120942.29243529444,shop_trivago,40055.0
120942.29243529444,strat_part,33216.0
121227.30637677299,direct,409180.0
121227.30637677299,emk,19295.0
121227.30637677299,interco,7018.0
121227.30637677299,ppc_brand,59680.0
121227.30637677299,ppc_nonbrand,129850.0
121227.30637677299,retargeting,2323.0
121227.30637677299,shop_googleha,30731.0
121227.30637677299,shop_other,5740.0
121227.30637677299,shop_tripadvisor,20644.0
121227.30637677299,shop_trivago,32375.0
121227.30637677299,strat_part,62051.0
121524.08901928843,direct,298305.0
121524.08901928843,emk,19920.0
121524.08901928843,interco,3784.0
121524.08901928843,ppc_brand,40119.0
121524.08901928843,ppc_nonbrand,146166.0
121524.08901928843,retargeting,4807.0
121524.08901928843,shop_googleha,18443.0
121524.08901928843,shop_other,4150.0
121524.08901928843,shop_tripadvisor,18002.0
121524.08901928843,shop_trivago,42044.0
121524.08901928843,strat_part,32764.0
121849.26987896385,direct,187233.0
121849.26987896385,emk,21962.0
121849.26987896385,interco,62224.0
121849.26987896385,ppc_brand,23704.0
121849.26987896385,ppc_nonbrand,126991.0
121849.26987896385,retargeting,4300.0
121849.26987896385,shop_googleha,35806.0
121849.26987896385,shop_other,22764.0
121849.26987896385,shop_tripadvisor,31386.0
121849.26987896385,shop_trivago,41136.0
121849.26987896385,strat_part,35965.0
122025.14233427247,direct,301694.0
122025.14233427247,emk,17427.0
122025.14233427247,interco,1462.0
122025.14233427247,ppc_brand,58561.0
122025.14233427247,ppc_nonbrand,103906.0
122025.14233427247,retargeting,4610.0
122025.14233427247,shop_googleha,25780.0
122025.14233427247,shop_other,6193.0
122025.14233427247,shop_tripadvisor,6121.0
122025.14233427247,shop_trivago,1272.0
122025.14233427247,strat_part,37947.0
122200.96254199458,direct,324993.0
122200.96254199458,emk,22804.0
122200.96254199458,interco,3887.0
122200.96254199458,ppc_brand,54351.0
122200.96254199458,ppc_nonbrand,152813.0
122200.96254199458,retargeting,5304.0
122200.96254199458,shop_googleha,20454.0
122200.96254199458,shop_other,4731.0
122200.96254199458,shop_tripadvisor,18158.0
122200.96254199458,shop_trivago,45243.0
122200.96254199458,strat_part,36374.0
122250.04062822527,direct,336981.0
122250.04062822527,emk,21066.0
122250.04062822527,interco,3557.0
122250.04062822527,ppc_brand,52681.0
122250.04062822527,ppc_nonbrand,115782.0
122250.04062822527,retargeting,5264.0
122250.04062822527,shop_googleha,25223.0
122250.04062822527,shop_other,4324.0
122250.04062822527,shop_tripadvisor,13807.0
122250.04062822527,shop_trivago,32411.0
122250.04062822527,strat_part,38435.0
122412.78654473073,direct,273719.0
122412.78654473073,emk,16269.0
122412.78654473073,interco,1386.0
122412.78654473073,ppc_brand,52532.0
122412.78654473073,ppc_nonbrand,112740.0
122412.78654473073,retargeting,4326.0
122412.78654473073,shop_googleha,19888.0
122412.78654473073,shop_other,4659.0
122412.78654473073,shop_tripadvisor,7405.0
122412.78654473073,shop_trivago,34531.0
122412.78654473073,strat_part,33428.0
122687.53066642849,direct,196487.0
122687.53066642849,emk,19076.0
