weekstart,country,pred,actual,email_spend_eur,ppc_non_brand_spend_eur,ppc_brand_spend_eur,shop_other_spend_eur,trivago_spend_eur,tripadvisor_spend_eur,googleha_spend_eur,remarketing_spend_eur,display_spend_eur,yt_spend_eur,fb_spend_eur,olv_spend_eur,brandtv_spend_eur,drtv_spend_eur,ooh_spend_eur,radio_spend_eur,print_spend_eur,cinema_spend_eur,baseline
2016-11-21,gb,524779.6360580495,516516.0,0.0,512710.2344900055,166714.1072859993,397418.99131090683,0.0,294708.731905589,0.0,210008.30646891834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,gb,495357.2935541561,501957.0,0.0,483780.1151331843,158260.73098007846,373178.3055366697,0.0,276632.56399293535,0.0,199187.47222377663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-05,gb,502786.76395652007,482862.0,0.0,491040.16957882134,162146.25556770392,377823.7475656732,0.0,279605.79770117614,0.0,203760.2364944332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-12,gb,493942.3927438596,451125.0,0.0,482130.95754358236,153708.8248200628,371052.73044772923,0.0,275458.0863964426,0.0,202580.09887646587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-19,gb,400942.58233755524,374712.0,0.0,391066.1930685075,122904.54253161472,299967.94603009865,0.0,222712.29909130093,0.0,164405.30697841517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-26,gb,525160.1606365165,490803.0,0.0,513807.79431076563,165082.4401274828,398813.77912713273,0.0,299751.6366137184,0.0,218125.08331681124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,gb,749763.0553131424,777596.0,0.0,734854.3065673164,241495.98677094962,577558.6039338917,0.0,440141.26031398313,0.0,319272.0604093178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-09,gb,756141.6839997699,784210.0,0.0,741033.3514326032,244730.2570271382,583696.0045680094,0.0,444486.144735387,0.0,323052.77638821525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-16,gb,722281.62704396,736926.0,0.0,707511.6464620266,233524.52469793853,556924.9418097469,0.0,422277.65808833006,0.0,308237.24696101126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-23,gb,717367.3000843005,723814.0,0.0,702495.773016346,233655.88362006622,551224.326332256,0.0,415881.63334406674,0.0,307096.0992622091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-30,gb,728151.1866204573,736297.0,0.0,713209.3312230727,237367.31329570286,559854.3897125643,0.0,423396.94355292583,0.0,312299.101225696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-06,gb,718563.4082493485,707506.0,0.0,703565.4235419843,233224.46285442362,552608.3167841483,0.0,417929.899853641,0.0,309198.36935062794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-13,gb,692203.2121017014,673696.0,0.0,677609.7340313654,222972.6781336862,531613.4304860381,0.0,400642.3436553669,0.0,299952.99838095973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-20,gb,687930.4884058408,683536.0,0.0,673546.4818899836,222931.6969731272,529006.8800066523,0.0,398953.24544640305,0.0,300422.1342760052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-27,gb,723635.5970412749,703694.0,0.0,708588.1929999307,235634.33163058787,555456.1584750712,0.0,420021.0278313424,0.0,318328.6333249529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-06,gb,723273.6436496748,705943.0,0.0,708153.6961589032,235844.80965987418,556146.386677383,0.0,418968.16650912404,0.0,320745.69608235173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-13,gb,706846.9075732396,689367.0,0.0,691890.6088757197,233286.44912400818,542830.6801522927,0.0,408957.0141881209,0.0,314112.1320216769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-20,gb,678825.7267362075,653596.0,0.0,664288.3050760741,220631.1379426082,518641.45381372276,0.0,389238.782055691,0.0,299796.96176482906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-27,gb,692562.1522221718,698518.0,0.0,677981.373515017,226953.04826494958,532266.8416613704,0.0,395556.08864504605,0.0,302857.81712599227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-03,gb,679730.5136680503,680607.0,0.0,665418.4062526033,222415.41524073848,519262.25962415274,0.0,390459.4700485998,0.0,291459.8261314177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-10,gb,664186.0913564175,648659.0,0.0,650167.9379605278,214947.585072989,506013.32203826495,0.0,383293.69165516004,0.0,285782.5709547533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17,gb,683432.039573709,671289.0,0.0,669005.0137973217,220703.65169439587,520770.7221574382,0.0,393881.1309002272,0.0,296223.1608069243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-24,gb,675707.5521892218,689112.0,0.0,661470.0942260368,217931.2358066031,516152.76516643725,0.0,389466.0193687175,0.0,291495.79018661956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
